#UpdateLogicID,UpdateLogicName,CompanyClassID,AgentClassID,DllFileName,DllFunctionName,Remarks
Procure_RefProdPlan&SafetyStock,生産計画&部品安全在庫依存,CC003,AC006,,,生産計画および安全在庫を考慮した調達計画を立案(安全在庫は緊急輸送含む輸送手段で調達)(LP_proc_02)
Procure_RefSupplyPlan&SafetyStock,供給計画&安全在庫依存,CC004,AC006,,,供給計画および安全在庫を考慮した調達計画を立案(安全在庫は緊急輸送含む輸送手段で調達)(LP_proc_03)
Procure_RefSalesPlan&SafetyStock(Series),販売計画&安全在庫依存(時系列考慮),CC002,AC006,,,販売計画および時系列安全在庫を考慮した調達計画を立案(LP_proc_04)
Procure_RefProdPlan&SafetyStock(Series),生産計画&安全在庫依存(時系列考慮),CC003,AC006,,,販売計画および時系列安全在庫を考慮した調達計画を立案(LP_proc_05)
Procure_RefSupplyPlan&SafetyStock(Series),供給計画&安全在庫依存(時系列考慮),CC004,AC006,,,販売計画および時系列安全在庫を考慮した調達計画を立案(LP_proc_06)
Procure_RefSalesPlan&SafetyStock(Series)&Constraints,販売計画依存(時系列&調達先&制約考慮),CC002,AC006,,,販売計画、時系列安全在庫、調達先における制約項目を考慮した調達計画を立案(LP_proc_07)
Procure_RefProdPlan&SafetyStock(Series)&Constraints,生産計画依存(時系列&調達先&制約考慮),CC003,AC006,,,生産計画、時系列安全在庫、調達先における制約項目を考慮した調達計画を立案(LP_proc_08)
Procure_RefSupplyPlan&SafetyStock(Series)&Constraints,供給計画依存(時系列&調達先&制約考慮),CC004,AC006,,,供給計画、時系列安全在庫、調達先における制約項目を考慮した調達計画を立案(LP_proc_09)
Procure_RefSalesPlan&SafetyStock(Series)&ConstraintsWithAllocRate,販売計画依存(時系列&配分率&制約考慮),CC002,AC006,,,販売計画、時系列安全在庫、配分率を考慮した調達計画を立案(LP_proc_10)
Procure_RefProdPlan&SafetyStock(Series)&ConstraintsWithAllocRate,生産計画依存(時系列&配分率&制約考慮),CC003,AC006,,,生産計画、時系列安全在庫、配分率を考慮した調達計画を立案(LP_proc_11)
Procure_RefSupplyPlan&SafetyStock(Series)&ConstraintsWithAllocRate,供給計画依存(時系列&配分率&制約考慮),CC004,AC006,,,供給計画、時系列安全在庫、配分率を考慮した調達計画を立案(LP_proc_12)
Procure_RefInspectionPlan&AllocRate,検査計画依存(時系列&配分率&制約考慮),CC009,AC006,,,検査計画、時系列安全在庫、配分率を考慮した調達計画を立案
Procure_RefSalesPlan&SafetyStock(Series)&ItemCatConstraints&AllocRate,販売計画依存(時系列&配分率&品目カテゴリ制約考慮),CC002,AC006,,,販売計画、時系列安全在庫、配分率、品目カテゴリ制約を考慮した調達計画を立案(LP_proc_13)
Procure_RefProdPlan&SafetyStock(Series)&ItemCatConstraints&AllocRate,生産計画依存(時系列&配分率&品目カテゴリ制約考慮),CC003,AC006,,,生産計画、時系列安全在庫、配分率、品目カテゴリ制約を考慮した調達計画を立案(LP_proc_14)
Procure_RefSupplyPlan&SafetyStock(Series)&ItemCatConstraints&AllocRate,供給計画依存(時系列&配分率&品目カテゴリ制約考慮),CC004,AC006,,,供給計画、時系列安全在庫、配分率、品目カテゴリ制約を考慮した調達計画を立案(LP_proc_15)
Procure_RefSalesPlan(SafetyStockWithLowPriority),販売計画依存(安全在庫は通常輸送手段で調達),CC002,AC006,,,販売計画および安全在庫を考慮した調達計画を立案(安全在庫は通常輸送手段で調達)(LP_proc_16)
Procure_RefProdPlan(SafetyStockWithLowPriority),生産計画依存(安全在庫は通常輸送手段で調達),CC003,AC006,,,生産計画および安全在庫を考慮した調達計画を立案(安全在庫は通常輸送手段で調達)(LP_proc_17)
Procure_RefSupplyPlan(SafetyStockWithLowPriority),供給計画依存(安全在庫は通常輸送手段で調達),CC004,AC006,,,供給計画および安全在庫を考慮した調達計画を立案(安全在庫は通常輸送手段で調達)(LP_proc_18)
Procure_RefSalesPlan&SafetyStockW/OBacklog,失注考慮調達計画(販売計画依存),CC002,AC006,,,販売計画および安全在庫、失注を考慮した調達計画を立案(LP_proc_19)
Procure_RefProdPlan&SafetyStockW/OBacklog,失注考慮調達計画(生産計画依存),CC003,AC006,,,生産計画および安全在庫、失注を考慮した調達計画を立案(LP_proc_19)
Procure_RefSupplyPlan&SafetyStockW/OBacklog,失注考慮調達計画(供給計画依存),CC004,AC006,,,供給計画および安全在庫、失注を考慮した調達計画を立案(LP_proc_19)
Procure_RefSalesPlan&SafetyStock(Series)W/OBacklog,失注考慮調達計画(販売計画&安全在庫依存(時系列考慮)),CC002,AC006,,,販売計画および時系列安全在庫、失注を考慮した調達計画を立案(LP_proc_20)
Procure_RefProdPlan&SafetyStock(Series)W/OBacklog,失注考慮調達計画(生産計画&安全在庫依存(時系列考慮)),CC003,AC006,,,販売計画および時系列安全在庫、失注を考慮した調達計画を立案(LP_proc_20)
Procure_RefSupplyPlan&SafetyStock(Series)W/OBacklog,失注考慮調達計画(供給計画&安全在庫依存(時系列考慮)),CC004,AC006,,,販売計画および時系列安全在庫、失注を考慮した調達計画を立案(LP_proc_20)
Procure_RefSalesPlan&SafetyStock(Series)&ConstraintsWithAllocRate(TimeUnit&BizTime),販売計画&安全在庫依存(時系列&配分率&時分単位考慮『まで』処理(定時内輸送優先)),CC002,AC006,,,販売計画、時系列安全在庫、配分率を考慮した調達計画を立案(時分単位考慮『まで』処理(定時内輸送優先))(LP_proc_21)
Procure_RefProdPlan&SafetyStock(Series)&ConstraintsWithAllocRate(TimeUnit&BizTime),生産計画&安全在庫依存(時系列&配分率&時分単位考慮『まで』処理(定時内輸送優先)),CC003,AC006,,,生産計画、時系列安全在庫、配分率を考慮した調達計画を立案(時分単位考慮『まで』処理(定時内輸送優先))(LP_proc_21)
Procure_RefSupplyPlan&SafetyStock(Series)&ConstraintsWithAllocRate(TimeUnit&BizTime),供給計画&安全在庫依存(時系列&配分率&時分単位考慮『まで』処理(定時内輸送優先)),CC004,AC006,,,供給計画、時系列安全在庫、配分率を考慮した調達計画を立案(時分単位考慮『まで』処理(定時内輸送優先))(LP_proc_21)
Procure_RefInspectionPlan&SafetyStock(Series)&ConstraintsWithAllocRate(TimeUnit&BizTime),加工/検査計画&安全在庫依存(時系列&配分率&時分単位考慮『まで』処理(定時内輸送優先)),CC009,AC006,,,加工/検査計画、時系列安全在庫、配分率を考慮した調達計画を立案(時分単位考慮『まで』処理(定時内輸送優先))(LP_proc_21)
Procure_RefSalesPlan&SafetyStock(Series)&ConstraintsWithAllocRate(TimeUnit),販売計画&安全在庫依存(時系列&配分率&時分単位考慮『から』処理(定時後輸送優先)),CC002,AC006,,,販売計画、時系列安全在庫、配分率を考慮した調達計画を立案(時分単位考慮『から』処理(定時後輸送優先))(LP_proc_22)
Procure_RefSupplyPlan&SafetyStock(Series)&ConstraintsWithAllocRate(TimeUnit),生産計画&安全在庫依存(時系列&配分率&時分単位考慮『から』処理(定時後輸送優先)),CC003,AC006,,,生産計画、時系列安全在庫、配分率を考慮した調達計画を立案(時分単位考慮『から』処理(定時後輸送優先))(LP_proc_22)
Procure_RefProdPlan&SafetyStock(Series)&ConstraintsWithAllocRate(TimeUnit),供給計画&安全在庫依存(時系列&配分率&時分単位考慮『から』処理(定時後輸送優先)),CC004,AC006,,,供給計画、時系列安全在庫、配分率を考慮した調達計画を立案(時分単位考慮『から』処理(定時後輸送優先))(LP_proc_22)
Procure_RefInspectionPlan&SafetyStock(Series)&ConstraintsWithAllocRate(TimeUnit),加工/検査計画&安全在庫依存(時系列&配分率&時分単位考慮『から』処理(定時後輸送優先)),CC009,AC006,,,加工/検査計画、時系列安全在庫、配分率を考慮した調達計画を立案(時分単位考慮)(LP_proc_22)
Procure_UtilizeExtApp,調達計画:外部アプリ連携,CC002,AC006,,,外部アプリ結果参照調達計画作成(LO_ExtApp)
Procure_UtilizeExtApp,調達計画:外部アプリ連携,CC003,AC006,,,外部アプリ結果参照調達計画作成(LO_ExtApp)
Procure_UtilizeExtApp,調達計画:外部アプリ連携,CC004,AC006,,,外部アプリ結果参照調達計画作成(LO_ExtApp)
Procure_UtilizeExtApp,調達計画:外部アプリ連携,CC009,AC006,,,外部アプリ結果参照調達計画作成(LO_ExtApp)
Procure_RefSalesPlan&SafetyStock(Series)&DemandPriorityWithAllocRate,販売計画依存(時系列安全在庫&調達先/配分率&需要優先度考慮),CC002,AC006,,,販社調達計画ロジック:販売計画依存(時系列安全在庫&調達先/配分率&需要優先度考慮)
Procure_RefSupplyPlan&SafetyStock(Series)&DemandPriorityWithAllocRate,供給計画依存(時系列安全在庫&調達先/配分率&需要優先度考慮),CC004,AC006,,,倉庫調達計画ロジック:供給計画依存(時系列安全在庫&調達先/配分率&需要優先度考慮)
Procure_RefSalesPlan&SafetyStock(Series)&PreProcurement,販売計画依存(時系列安全在庫&調達先&前倒し調達&優先度考慮),CC002,AC006,,,販社調達計画ロジック:販売計画依存(時系列安全在庫&調達先&前倒し調達&調達優先度考慮)
Procure_RefProdPlan&SafetyStock(Series)&PreProcurement,生産計画依存(時系列安全在庫&調達先&前倒し調達&調達優先度考慮),CC003,AC006,,,工場調達計画ロジック:生産計画依存(時系列安全在庫&調達先&前倒し調達&調達優先度考慮)
Procure_RefSupplyPlan&SafetyStock(Series)&PreProcurement,供給計画依存(時系列安全在庫&調達先&前倒し調達&調達優先度考慮),CC004,AC006,,,倉庫調達計画ロジック:供給計画依存(時系列安全在庫&調達先&前倒し調達&調達優先度考慮)
LE_purchase_01,実需依存,CC001,AC007,,,実需どおりの注文を発行(オリジナル名称)
LE_purchase_02,調達計画依存(配分率考慮&注文先決定),CC002,AC007,,,調達計画を参照し、配分率を考慮して注文発行(オリジナル名称)
LE_purchase_02,調達計画依存(配分率考慮&注文先決定),CC003,AC007,,,調達計画を参照し、配分率を考慮して注文発行(オリジナル名称)
LE_purchase_02,調達計画依存(配分率考慮&注文先決定),CC004,AC007,,,調達計画を参照し、配分率を考慮して注文発行(オリジナル名称)
LE_purchase_02,調達計画依存(配分率考慮&注文先決定),CC009,AC007,,,調達計画を参照し、配分率を考慮して注文発行(オリジナル名称)
LE_purchase_03,かんばん方式,CC002,AC007,,,かんばん数量を参照し、注文発行(オリジナル名称)
LE_purchase_03,かんばん方式,CC003,AC007,,,かんばん数量を参照し、注文発行(オリジナル名称)
LE_purchase_03,かんばん方式,CC004,AC007,,,かんばん数量を参照し、注文発行(オリジナル名称)
LE_purchase_04,融通注文発行,CC002,AC007,,,在庫融通用の注文発行(オリジナル名称)
LE_purchase_04,融通注文発行,CC003,AC007,,,在庫融通用の注文発行(オリジナル名称)
LE_purchase_04,融通注文発行,CC004,AC007,,,在庫融通用の注文発行(オリジナル名称)
LE_purchase_05,コンテナ積載考慮&調達計画依存,CC002,AC007,,,調達計画を参照し、コンテナ使用コストが最小となるように注文発行(注文側コンテナまとめ)(オリジナル名称)
LE_purchase_05,コンテナ積載考慮&調達計画依存,CC003,AC007,,,調達計画を参照し、コンテナ使用コストが最小となるように注文発行(注文側コンテナまとめ)(オリジナル名称)
LE_purchase_05,コンテナ積載考慮&調達計画依存,CC004,AC007,,,調達計画を参照し、コンテナ使用コストが最小となるように注文発行(注文側コンテナまとめ)(オリジナル名称)
LE_purchase_06,注文取消し&注残融通注文発行,CC001,AC007,,,注残融通に指定された注文を削除し、新たな注文先に再発行(オリジナル名称)
LE_purchase_06,注文取消し&注残融通注文発行,CC002,AC007,,,注残融通に指定された注文を削除し、新たな注文先に再発行(オリジナル名称)
LE_purchase_06,注文取消し&注残融通注文発行,CC003,AC007,,,注残融通に指定された注文を削除し、新たな注文先に再発行(オリジナル名称)
LE_purchase_06,注文取消し&注残融通注文発行,CC004,AC007,,,注残融通に指定された注文を削除し、新たな注文先に再発行(オリジナル名称)
LE_purchase_07,まとめ注文発行(配分率考慮&注文先決定),CC002,AC007,,,エージェントの次回起動日までの調達計画総量をまとめ、配分率を考慮して注文発行(オリジナル名称)
LE_purchase_07,まとめ注文発行(配分率考慮&注文先決定),CC003,AC007,,,エージェントの次回起動日までの調達計画総量をまとめ、配分率を考慮して注文発行(オリジナル名称)
LE_purchase_07,まとめ注文発行(配分率考慮&注文先決定),CC004,AC007,,,エージェントの次回起動日までの調達計画総量をまとめ、配分率を考慮して注文発行(オリジナル名称)
LE_purchase_08,調達計画依存,CC002,AC007,,,調達計画通りに注文発行(オリジナル名称)
LE_purchase_08,調達計画依存,CC003,AC007,,,調達計画通りに注文発行(オリジナル名称)
LE_purchase_08,調達計画依存,CC004,AC007,,,調達計画通りに注文発行(オリジナル名称)
LE_purchase_08,調達計画依存,CC009,AC007,,,調達計画通りに注文発行(オリジナル名称)
LE_purchase_09,実需依存(時分単位考慮),CC001,AC007,,,実需どおりの注文を発行(時分単位考慮)(オリジナル名称)
LE_purchase_09,調達計画依存(時分単位考慮),CC002,AC007,,,調達計画通りに注文発行(時分単位考慮)(オリジナル名称)
LE_purchase_09,調達計画依存(時分単位考慮),CC003,AC007,,,調達計画通りに注文発行(時分単位考慮)(オリジナル名称)
LE_purchase_09,調達計画依存(時分単位考慮),CC004,AC007,,,調達計画通りに注文発行(時分単位考慮)(オリジナル名称)
LE_purchase_09,調達計画依存(時分単位考慮),CC009,AC007,,,調達計画通りに注文発行(時分単位考慮)(オリジナル名称)
LO_ExtApp,注文発行:外部アプリ連携,CC002,AC007,,,外部アプリ結果参照注文発行(オリジナル名称)
LO_ExtApp,注文発行:外部アプリ連携,CC003,AC007,,,外部アプリ結果参照注文発行(オリジナル名称)
LO_ExtApp,注文発行:外部アプリ連携,CC004,AC007,,,外部アプリ結果参照注文発行(オリジナル名称)
PO_RefActualDemandOnMarket,実需依存,CC001,AC007,,,実需どおりの注文を発行(LE_purchase_01)
PO_RefProcPlanWithAllocRate,調達計画依存(配分率考慮&注文先決定),CC002,AC007,,,調達計画を参照し、配分率を考慮して注文発行(LE_purchase_02)
PO_RefProcPlanWithAllocRate,調達計画依存(配分率考慮&注文先決定),CC003,AC007,,,調達計画を参照し、配分率を考慮して注文発行(LE_purchase_02)
PO_RefProcPlanWithAllocRate,調達計画依存(配分率考慮&注文先決定),CC004,AC007,,,調達計画を参照し、配分率を考慮して注文発行(LE_purchase_02)
PO_RefProcPlanWithAllocRate,調達計画依存(配分率考慮&注文先決定),CC009,AC007,,,調達計画を参照し、配分率を考慮して注文発行(LE_purchase_02)
PO_RefKanbanQty,かんばん方式,CC002,AC007,,,かんばん数量を参照し、注文発行(LE_purchase_03)
PO_RefKanbanQty,かんばん方式,CC003,AC007,,,かんばん数量を参照し、注文発行(LE_purchase_03)
PO_RefKanbanQty,かんばん方式,CC004,AC007,,,かんばん数量を参照し、注文発行(LE_purchase_03)
PO_ForInvSharing,融通注文発行,CC002,AC007,,,在庫融通用の注文発行(LE_purchase_04)
PO_ForInvSharing,融通注文発行,CC003,AC007,,,在庫融通用の注文発行(LE_purchase_04)
PO_ForInvSharing,融通注文発行,CC004,AC007,,,在庫融通用の注文発行(LE_purchase_04)
PO_ForInvSharing,融通注文発行,CC009,AC007,,,在庫融通用の注文発行(LE_purchase_04)
PO_RefProcPlan&Container,コンテナ積載考慮&調達計画依存,CC002,AC007,,,調達計画を参照し、コンテナ使用コストが最小となるように注文発行(注文側コンテナまとめ)(LE_purchase_05)
PO_RefProcPlan&Container,コンテナ積載考慮&調達計画依存,CC003,AC007,,,調達計画を参照し、コンテナ使用コストが最小となるように注文発行(注文側コンテナまとめ)(LE_purchase_05)
PO_RefProcPlan&Container,コンテナ積載考慮&調達計画依存,CC004,AC007,,,調達計画を参照し、コンテナ使用コストが最小となるように注文発行(注文側コンテナまとめ)(LE_purchase_05)
PO_ForBacklogShare(CancelOrgPO),注文取消し&注残融通注文発行,CC001,AC007,,,注残融通に指定された注文を削除し、新たな注文先に再発行(LE_purchase_06)
PO_ForBacklogShare(CancelOrgPO),注文取消し&注残融通注文発行,CC002,AC007,,,注残融通に指定された注文を削除し、新たな注文先に再発行(LE_purchase_06)
PO_ForBacklogShare(CancelOrgPO),注文取消し&注残融通注文発行,CC003,AC007,,,注残融通に指定された注文を削除し、新たな注文先に再発行(LE_purchase_06)
PO_ForBacklogShare(CancelOrgPO),注文取消し&注残融通注文発行,CC004,AC007,,,注残融通に指定された注文を削除し、新たな注文先に再発行(LE_purchase_06)
PO_SumOfProcPlanByNextPODateWithAllocRate,まとめ注文発行(配分率考慮&注文先決定),CC002,AC007,,,エージェントの次回起動日までの調達計画総量をまとめ、配分率を考慮して注文発行(LE_purchase_07)
PO_SumOfProcPlanByNextPODateWithAllocRate,まとめ注文発行(配分率考慮&注文先決定),CC003,AC007,,,エージェントの次回起動日までの調達計画総量をまとめ、配分率を考慮して注文発行(LE_purchase_07)
PO_SumOfProcPlanByNextPODateWithAllocRate,まとめ注文発行(配分率考慮&注文先決定),CC004,AC007,,,エージェントの次回起動日までの調達計画総量をまとめ、配分率を考慮して注文発行(LE_purchase_07)
PO_RefProcPlan,調達計画依存,CC002,AC007,,,調達計画通りに注文発行(LE_purchase_08)
PO_RefProcPlan,調達計画依存,CC003,AC007,,,調達計画通りに注文発行(LE_purchase_08)
PO_RefProcPlan,調達計画依存,CC004,AC007,,,調達計画通りに注文発行(LE_purchase_08)
PO_RefProcPlan,調達計画依存,CC009,AC007,,,調達計画通りに注文発行(LE_purchase_08)
PO_RefActualDemandOnMarket(TimeUnit),実需依存(時分単位考慮),CC001,AC007,,,実需どおりの注文を発行(時分単位考慮)(LE_purchase_09)
PO_RefProcPlan(TimeUnit),調達計画依存(時分単位考慮),CC002,AC007,,,調達計画通りに注文発行(時分単位考慮)(LE_purchase_09)
PO_RefProcPlan(TimeUnit),調達計画依存(時分単位考慮),CC003,AC007,,,調達計画通りに注文発行(時分単位考慮)(LE_purchase_09)
PO_RefProcPlan(TimeUnit),調達計画依存(時分単位考慮),CC004,AC007,,,調達計画通りに注文発行(時分単位考慮)(LE_purchase_09)
PO_RefProcPlan(TimeUnit),調達計画依存(時分単位考慮),CC009,AC007,,,調達計画通りに注文発行(時分単位考慮)(LE_purchase_09)
PO_RefActualDemandOnMarket&DemandPriority,実需依存_需要優先度考慮注文発行(市場),CC001,AC007,,,市場注文発行ロジック:実需依存＆需要優先度考慮
PO_RefProcPlan&DemandPriority,調達計画依存_需要優先度考慮注文発行(販社),CC002,AC007,,,販社注文発行ロジック:調達計画依存＆需要優先度考慮
PO_RefProcPlan&DemandPriority,調達計画依存_需要優先度考慮注文発行(倉庫),CC004,AC007,,,倉庫注文発行ロジック:調達計画依存＆需要優先度考慮
PO_UtilizeExtApp,注文発行:外部アプリ連携,CC002,AC007,,,外部アプリ結果参照注文発行(LO_ExtApp)
PO_UtilizeExtApp,注文発行:外部アプリ連携,CC003,AC007,,,外部アプリ結果参照注文発行(LO_ExtApp)
PO_UtilizeExtApp,注文発行:外部アプリ連携,CC004,AC007,,,外部アプリ結果参照注文発行(LO_ExtApp)
#LA_productsShare_02,2不足量判定_輸送LT順融通(旧ロジックID),CC008,AC008,,,-
#LA_productsShare_04,4不足量判定_対応可能品目数順融通(旧ロジックID),CC008,AC008,,,-
#LA_productsShare_09,9対応可能品目数順融通(旧ロジックID),CC008,AC008,,,-
#LA_partsShare_09,9対応可能品目数順融通(旧ロジックID),CC008,AC009,,,-
LP_productsInv_01,先行保持日数ベース,CC002,AC010,,,販売計画の先行保持日数分を安全在庫に登録(オリジナル名称)
LP_productsInv_01,先行保持日数ベース,CC003,AC010,,,供給計画の先行保持日数分を安全在庫に登録(オリジナル名称)
LP_productsInv_01,先行保持日数ベース,CC004,AC010,,,供給計画の先行保持日数分を安全在庫に登録(オリジナル名称)
LP_productsInv_01,先行保持日数ベース,CC009,AC010,,,供給計画の先行保持日数分を安全在庫に登録(オリジナル名称)
LP_productsInv_02,安全在庫量ベース,CC002,AC010,,,ユーザー登録の安全在庫量を使用(オリジナル名称)
LP_productsInv_02,安全在庫量ベース,CC003,AC010,,,ユーザー登録の安全在庫量を使用(オリジナル名称)
LP_productsInv_02,安全在庫量ベース,CC004,AC010,,,ユーザー登録の安全在庫量を使用(オリジナル名称)
LP_productsInv_02,安全在庫量ベース,CC009,AC010,,,ユーザー登録の安全在庫量を使用(オリジナル名称)
LP_productsInv_03,安全在庫係数ベース,CC002,AC010,,,在庫理論式に従い、安全在庫に登録(過去実需参照期間分で統計量算出)(オリジナル名称)
LP_productsInv_03,安全在庫係数ベース,CC003,AC010,,,在庫理論式に従い、安全在庫に登録(過去実需参照期間分で統計量算出)(オリジナル名称)
LP_productsInv_03,安全在庫係数ベース,CC004,AC010,,,在庫理論式に従い、安全在庫に登録(過去実需参照期間分で統計量算出)(オリジナル名称)
